ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
95272,95272,Robert Batra,46,5,2,1,1
95273,95273,Maya Bir,68,2,4,3,1
95274,95274,Caleb Puri,33,1,2,3,1
95275,95275,Upasna Dhaliwal,48,2,2,4,1
95276,95276,Aishani Solanki,50,5,4,1,2
95277,95277,Varsha Varty,65,2,2,1,1
95278,95278,Thomas Bhatnagar,34,3,4,1,1
95279,95279,Joshua Kuruvilla,60,5,3,4,2
95280,95280,Charles Chhabra,41,1,4,2,2
95281,95281,Onveer Bumb,67,2,1,4,1
95282,95282,Yachana Venkataraman,39,3,2,4,2
95283,95283,Aradhana Hayre,40,3,3,1,1
95284,95284,Banjeet Subramaniam,48,5,4,1,2
95285,95285,Yashica Padmanabhan,28,5,3,4,1
95286,95286,Zayyan Pant,69,4,4,2,2
95287,95287,Jai Khurana,52,5,3,2,2
95288,95288,Parth Palla,37,5,1,4,1
95289,95289,Vasana Gaba,27,4,3,2,2
95290,95290,Dhruv Purohit,25,3,4,4,2
95291,95291,Nicholas Venkatesh,58,4,1,4,1
95292,95292,Rajeshri Agrawal,49,5,1,3,2
95293,95293,Watika Bhardwaj,64,3,4,1,2
95294,95294,Gaurangi Vasa,61,2,1,3,1
95295,95295,Bhavani Johal,57,3,3,2,2
95296,95296,Ansh Vaidya,63,4,3,3,1
95297,95297,Quincy Parmar,35,3,1,4,1
95298,95298,Omkaar Soman,19,5,4,1,1
95299,95299,Megha Bava,70,4,4,2,2
95300,95300,Vyanjana Tandon,49,4,2,1,2
95301,95301,Dakshesh Kade,23,3,1,4,1
95302,95302,Dalaja Raja,52,3,4,2,1
95303,95303,Ayushman Murthy,60,3,2,3,1
95304,95304,Reyansh Dara,64,5,4,4,1
95305,95305,Vivaan Chauhan,63,4,2,4,1
95306,95306,Arunima Khatri,20,2,3,1,1
95307,95307,Bhavani Sathe,25,5,1,1,1
95308,95308,Vasudha Walia,25,5,4,2,2
95309,95309,Nathan Dave,33,4,4,2,1
95310,95310,Tanish Mohan,46,2,2,4,2
95311,95311,Riya Mandal,27,5,2,3,2
95312,95312,Ryan Rattan,34,1,4,4,1
95313,95313,Dakshesh Char,58,1,2,1,1
95314,95314,Faraj Oza,24,2,1,2,2
95315,95315,Ishwar Menon,46,1,3,2,1
95316,95316,Tanvi Setty,60,2,3,2,1
95317,95317,Ishani Shukla,58,3,2,1,1
95318,95318,Kamala Rana,61,3,2,3,2
95319,95319,Zayyan Purohit,28,5,4,2,1
95320,95320,Parth Jhaveri,60,3,1,2,2
95321,95321,Chandran Date,35,5,3,2,2
95322,95322,Reyansh Chadha,40,5,2,1,2
95323,95323,Ishita Saha,34,2,1,2,1
95324,95324,Avi Pillai,38,1,4,3,1
95325,95325,Nathan Butala,67,1,2,3,2
95326,95326,Advay Jha,43,5,3,2,1
95327,95327,Faqid Dhingra,42,1,2,3,1
95328,95328,Jacob Mahal,58,5,2,2,1
95329,95329,Saanvi Kuruvilla,61,3,3,1,2
95330,95330,Hritik Kothari,47,1,3,2,2
95331,95331,Samesh Sibal,66,5,2,2,2
95332,95332,Tanay Mani,37,5,3,2,1
95333,95333,Indali Dugal,50,5,2,3,1
95334,95334,Patrick Zacharia,63,4,3,1,1
95335,95335,Chasmum Vala,53,3,3,2,1
95336,95336,Nathaniel Mani,54,3,2,4,2
95337,95337,Yochana Shere,25,2,2,4,2
95338,95338,Shaurya Subramaniam,35,1,4,4,1
95339,95339,Manan Joshi,40,2,1,3,1
95340,95340,Matthew Patla,47,2,1,1,1
95341,95341,Jason Sane,31,4,2,4,1
95342,95342,Odika Baral,29,2,4,2,2
95343,95343,Mason Sengupta,35,2,1,1,2
95344,95344,Atharv Kota,33,5,3,1,2
95345,95345,Hemang Jayaraman,63,2,4,1,2
95346,95346,Dayamai Dass,43,1,1,2,1
95347,95347,Yug Balan,22,1,4,1,1
95348,95348,Krish Kalla,43,3,3,2,1
95349,95349,Darpan Boase,34,5,3,4,2
95350,95350,Praneel Sastry,35,1,4,3,2
95351,95351,Pushti Buch,20,3,4,1,2
95352,95352,Advika Srivastava,22,5,3,3,2
95353,95353,Faqid Joshi,28,2,1,3,1
95354,95354,Abhimanyu Shenoy,33,3,2,4,1
95355,95355,Aditya Sastry,23,5,2,4,2
95356,95356,Panini Munshi,22,5,1,2,1
95357,95357,Veer Badami,68,4,2,2,1
95358,95358,Kiaan Kashyap,28,4,3,4,1
95359,95359,Jeevika Borah,20,2,2,2,1
95360,95360,Arjun Barman,68,5,2,2,1
95361,95361,Arjun Krishnan,54,4,4,4,1
95362,95362,Ekbal Goswami,30,3,3,3,1
95363,95363,Jyoti Vyas,24,2,3,2,2
95364,95364,Yash Sarkar,56,1,4,2,2
95365,95365,Jonathan Bajaj,67,4,3,1,1
95366,95366,Yashoda Dutta,38,3,3,2,1
95367,95367,Utkarsh Parmer,39,3,2,4,2
95368,95368,Bhanumati Viswanathan,45,4,4,1,2
95369,95369,Oeshi Bedi,32,5,2,3,2
95370,95370,Raksha Rajagopalan,45,4,1,4,2
95371,95371,Dev Rout,61,5,4,4,2
95372,95372,Yug Varghese,61,5,4,2,1
95373,95373,Riya Basu,41,2,2,2,1
95374,95374,Udant Chopra,29,4,1,2,2
95375,95375,Fiyaz Lala,64,2,3,1,1
95376,95376,Falak Chana,20,5,4,1,2
95377,95377,Christopher Raghavan,52,5,1,2,1
95378,95378,Aadi Jhaveri,38,3,4,2,1
95379,95379,Azad Ravel,22,5,3,2,2
95380,95380,Barkha Brahmbhatt,60,2,4,1,1
95381,95381,Megha Narain,54,3,2,3,2
95382,95382,Edhitha Ganesan,60,4,2,4,2
95383,95383,Garima Sandal,63,5,1,3,2
95384,95384,Manya Krish,19,3,3,1,1
95385,95385,Ansh Gopal,46,4,1,1,1
95386,95386,Vrinda Bobal,44,3,4,2,2
95387,95387,Jasmit Sethi,49,1,4,1,1
95388,95388,Gagan Kumer,25,3,1,2,2
95389,95389,Keya Baria,63,4,2,1,1
95390,95390,Balhaar Sarma,69,1,3,1,1
95391,95391,Unnati Ganesan,65,1,3,1,1
95392,95392,Ayush Hari,49,5,3,4,2
95393,95393,Triveni Lata,24,2,1,1,1
95394,95394,Pahal Mital,56,3,2,4,2
95395,95395,Chatresh Bawa,33,5,1,1,2
95396,95396,Yashica Ben,19,1,2,3,1
95397,95397,Dakshesh Srinivasan,59,5,3,4,1
95398,95398,Urishilla Bhalla,34,1,4,4,1
95399,95399,Vamakshi Baral,69,3,3,2,1
95400,95400,Manya Chhabra,46,2,2,4,1
95401,95401,Akshay Wable,38,3,2,4,2
95402,95402,Chaitaly Brahmbhatt,49,2,3,4,2
95403,95403,Unni Mutti,23,3,4,2,2
95404,95404,Patrick Wali,51,1,2,4,2
95405,95405,Anamika Jaggi,49,1,2,4,2
95406,95406,Vedhika Sant,34,5,4,3,2
95407,95407,Faqid Chaudhari,63,1,3,2,2
95408,95408,Noah Buch,28,2,3,2,2
95409,95409,Zayan Shan,32,2,4,1,2
95410,95410,Ekiya Patla,43,1,4,4,1
95411,95411,Finn Sarraf,27,1,1,3,1
95412,95412,Michael Kulkarni,19,4,2,4,1
95413,95413,Aahana Bhatt,25,2,4,2,2
95414,95414,Udant Sengupta,43,2,2,1,2
95415,95415,Radha Kumar,23,1,3,4,2
95416,95416,Gavin Amble,56,2,1,3,1
95417,95417,Falak Banik,20,5,4,3,1
95418,95418,Tanish Mallick,55,1,3,4,1
95419,95419,Upkaar Divan,56,4,3,1,2
95420,95420,Sai Sood,70,4,1,1,1
95421,95421,Chaaya Tandon,40,4,3,3,2
95422,95422,Pahal Raja,59,3,1,1,1
95423,95423,Chameli Hari,24,5,2,4,1
95424,95424,Watika Vora,60,3,3,3,2
95425,95425,Ishanvi Taneja,66,2,1,2,1
95426,95426,Nandini Gole,32,1,3,1,2
95427,95427,David Sami,59,4,2,4,2
95428,95428,Lila Mishra,37,2,3,4,2
95429,95429,Meera Chada,41,5,3,2,2
95430,95430,Tanmayi Puri,24,4,3,1,1
95431,95431,Yahvi Chokshi,50,5,3,4,1
95432,95432,Ishwar Sanghvi,61,3,2,2,2
95433,95433,Chandresh Prabhu,59,2,4,3,1
95434,95434,Yoshita Nadkarni,32,4,1,4,2
95435,95435,Sanya Srinivasan,32,3,1,3,2
95436,95436,Chameli Sehgal,69,4,2,2,1
95437,95437,Akshay Chaudhary,66,5,3,2,2
95438,95438,Logan Mohanty,65,5,4,4,2
95439,95439,Manan Keer,66,2,3,1,1
95440,95440,Saumya Varghese,49,4,3,2,2
95441,95441,Lakshmi Nagar,59,3,1,4,2
95442,95442,Nathaniel Dada,70,5,3,4,1
95443,95443,Warda Rao,57,4,1,2,2
95444,95444,Rohan Dugar,66,4,3,4,1
95445,95445,Vamakshi Vala,48,3,1,4,2
95446,95446,Laban Thakkar,27,4,2,2,2
95447,95447,Saanvi Merchant,60,5,3,2,2
95448,95448,Nakul Kadakia,67,4,3,1,1
95449,95449,Aditya Bera,25,4,4,4,2
95450,95450,Utkarsh Vig,57,2,4,1,1
95451,95451,Raksha Kulkarni,70,2,4,4,1
95452,95452,Zinal Naidu,31,3,2,3,2
95453,95453,Yauvani Bhalla,54,4,1,1,2
95454,95454,Gopal Sane,56,2,3,1,1
95455,95455,Zaitra Nazareth,21,2,1,2,2
95456,95456,Watika Jayaraman,45,5,2,1,2
95457,95457,Yatan Barad,53,1,2,4,2
95458,95458,Yutika Choudhary,40,2,4,3,2
95459,95459,Frado Garg,31,5,2,1,2
95460,95460,Bishakha Sane,42,4,3,2,2
95461,95461,Upasna Sachdeva,51,3,2,1,2
95462,95462,Ria Ahluwalia,35,3,2,2,2
95463,95463,Pavani Shah,66,5,2,4,2
95464,95464,Garima Iyengar,33,5,3,4,1
95465,95465,Mekhala Kumar,38,5,1,4,1
95466,95466,Oni Cherian,57,3,4,2,1
95467,95467,Xavier Kohli,41,3,4,3,2
95468,95468,Shivani Sarna,28,1,2,4,2
95469,95469,Raksha Madan,44,4,1,1,1
95470,95470,Anika Sachdeva,61,3,1,1,2
95471,95471,Charan Shetty,68,5,1,4,2
95472,95472,Waida Bhandari,35,3,1,3,2
95473,95473,Shravya Ghosh,49,1,4,4,1
95474,95474,Ekanta Chaudhary,51,2,1,1,1
95475,95475,Agastya Sahota,36,2,2,4,2
95476,95476,Manbir Tella,47,4,4,2,1
95477,95477,Forum Wason,41,2,1,4,2
95478,95478,Unni Rai,47,2,2,2,2
95479,95479,Nakul Toor,30,4,3,4,1
95480,95480,Tejas Prashad,28,3,3,2,2
95481,95481,Dakshesh Palla,37,4,1,1,1
95482,95482,Aradhana Thakkar,54,2,2,2,1
95483,95483,Amara Batra,64,4,3,1,2
95484,95484,Aishani Mukhopadhyay,41,5,4,4,1
95485,95485,Gaurangi Buch,51,5,2,4,2
95486,95486,Amol More,25,5,1,2,1
95487,95487,Finn Peri,53,3,3,4,1
95488,95488,Ojasvi Singh,53,2,2,4,2
95489,95489,Geetika Comar,50,3,3,3,1
95490,95490,Ekansh Lal,20,4,4,4,2
95491,95491,Girik Agarwal,53,1,4,4,2
95492,95492,Naveen Prashad,21,5,3,2,1
95493,95493,Imaran Bath,30,2,2,1,2
95494,95494,Aadhya Brahmbhatt,63,2,4,2,1
95495,95495,Samuel Barman,58,3,1,4,1
95496,95496,Chatresh Manne,27,5,1,3,1
95497,95497,Anay Mutti,40,1,4,1,1
95498,95498,Nathan Dutta,44,2,1,4,2
95499,95499,Meghana Dhingra,69,3,1,4,1
95500,95500,Gunbir Sandhu,43,3,3,4,1
95501,95501,Simon Sunder,45,4,4,4,1
95502,95502,Leena Pandya,37,4,4,4,1
95503,95503,Udant Sinha,26,2,1,1,1
95504,95504,Amara Goswami,21,4,1,4,1
95505,95505,Aarav Wali,56,4,3,3,1
95506,95506,Ishwar Nadig,39,2,1,3,2
95507,95507,Ucchal Toor,53,3,1,1,2
95508,95508,Zinal Rana,33,2,1,1,2
95509,95509,Adweta Char,25,5,1,2,1
95510,95510,Onveer Bhandari,44,5,1,3,1
95511,95511,Pranav Rana,44,4,3,1,2
95512,95512,Nisha Krish,25,3,2,1,2
95513,95513,Finn Prashad,23,5,3,4,2
95514,95514,Urvi Chhabra,53,1,2,2,1
95515,95515,Kamya Seshadri,32,2,4,4,1
95516,95516,Abha Pall,45,1,1,2,2
95517,95517,Janya Rai,56,1,3,1,2
95518,95518,Chatresh Bajaj,63,1,2,3,2
95519,95519,Gunbir Devan,57,2,2,2,2
95520,95520,Ekiya Bahri,69,5,3,2,1
95521,95521,Anvi Pai,25,5,3,4,1
95522,95522,Idika Nath,21,2,3,4,1
95523,95523,Kashish Karan,48,4,3,4,2
95524,95524,Veer Lata,54,5,3,1,2
95525,95525,Pratyush Bhatt,60,2,3,1,2
95526,95526,Qasim Badal,34,2,2,2,1
95527,95527,Hardik Vora,44,4,2,3,1
95528,95528,Anay Buch,46,4,3,3,1
95529,95529,Bhavini Patel,43,2,2,2,1
95530,95530,Balvan Puri,56,1,3,4,1
95531,95531,Maya Bhargava,21,5,2,3,1
95532,95532,Pratyush Babu,59,5,3,2,1
95533,95533,Bishakha Hari,33,3,1,1,2
95534,95534,Warda Tandon,30,2,3,4,1
95535,95535,Ganga Tiwari,69,1,1,3,1
95536,95536,Pushti Vyas,48,2,1,3,2
95537,95537,Nihal Chaudhary,25,1,1,2,2
95538,95538,Zansi Walia,56,2,1,4,2
95539,95539,Yug Nagarajan,68,1,3,4,1
95540,95540,Aashi Wali,39,5,2,2,1
95541,95541,Jyoti Dani,46,2,1,2,1
95542,95542,Arin Ramaswamy,63,3,1,3,2
95543,95543,Adweta Loke,33,1,4,4,1
95544,95544,Ria Natt,63,5,4,4,2
95545,95545,Nathaniel Kari,45,3,1,4,2
95546,95546,Imaran Radhakrishnan,45,2,1,4,1
95547,95547,Utkarsh Shanker,40,4,2,2,1
95548,95548,Vedhika Vala,68,5,1,3,2
95549,95549,Sachi Mohan,43,5,1,1,2
95550,95550,Hemani Karnik,19,2,1,2,1
95551,95551,Ekiya Parmar,35,4,2,2,2
95552,95552,Upkaar Patil,47,5,4,2,1
95553,95553,Quincy Bhandari,31,1,1,4,2
95554,95554,Upma Prasad,30,1,4,3,1
95555,95555,Bhavna Padmanabhan,44,5,4,1,2
95556,95556,Udyati Setty,36,1,2,4,1
95557,95557,Hemani Sanghvi,52,4,3,1,2
95558,95558,Girik Ram,44,2,4,2,1
95559,95559,Yachana Brahmbhatt,36,4,2,1,2
95560,95560,Mugdha Sethi,20,4,1,2,2
95561,95561,Kabir Lala,41,4,2,2,1
95562,95562,Nitesh Virk,30,1,1,1,1
95563,95563,Raghav Kaul,66,5,2,4,2
95564,95564,Qarin Rama,19,4,3,4,1
95565,95565,Maanav Baral,39,5,3,2,2
95566,95566,Deepa Sha,50,1,1,3,2
95567,95567,Robert Johal,27,4,3,2,1
95568,95568,Charita Prabhakar,61,3,2,4,1
95569,95569,Chakradhar Sengupta,58,1,3,2,1
95570,95570,Wridesh Raju,69,5,4,1,1
95571,95571,Udyati Dugar,46,4,4,1,2
95572,95572,Veda Shukla,39,3,4,3,2
95573,95573,Prisha Mohanty,66,2,4,1,1
95574,95574,Zinal Ganesan,22,2,2,1,1
95575,95575,Veer Dugar,42,5,3,4,2
95576,95576,Anay Mody,22,3,3,1,2
95577,95577,Anay Hans,44,5,4,4,1
95578,95578,Qarin Hegde,28,5,4,4,2
95579,95579,Madhav Vaidya,38,5,4,1,1
95580,95580,Adweta Manda,37,5,3,1,2
95581,95581,Varenya Batra,55,3,4,4,1
95582,95582,Victor Merchant,27,2,3,4,2
95583,95583,Sai Natt,67,1,1,1,1
95584,95584,Raagini Oommen,42,4,4,2,1
95585,95585,Ishani Mital,45,2,1,1,2
95586,95586,Omya Ahuja,69,5,1,1,2
95587,95587,Vincent Ram,24,5,2,2,1
95588,95588,Anay Saran,38,2,3,1,2
95589,95589,Irya Dubey,65,2,4,1,2
95590,95590,Qadim Kar,70,2,1,3,2
95591,95591,Daniel Kothari,52,2,3,4,1
95592,95592,Theodore Mody,52,2,3,2,2
95593,95593,Falak Rao,29,3,4,4,2
95594,95594,Oliver Puri,36,2,1,4,1
95595,95595,Harish Bhagat,45,4,3,2,2
95596,95596,Tara Nigam,40,5,4,1,2
95597,95597,Darika Dhawan,27,1,4,2,2
95598,95598,Karan Hegde,59,2,1,2,2
95599,95599,Urmi Dora,39,4,3,4,2
95600,95600,Chanakya Dixit,23,1,3,4,1
95601,95601,Benjamin Kashyap,57,2,2,4,1
95602,95602,Adweta Karnik,34,2,2,3,2
95603,95603,Kashish Kanda,24,1,1,4,1
95604,95604,Ojasvi Bhatnagar,33,3,2,1,1
95605,95605,Hemangini Sanghvi,19,3,4,2,1
95606,95606,Maanav Samra,60,1,2,1,2
95607,95607,Chatresh Natarajan,65,5,3,1,2
95608,95608,Alka Raj,18,2,1,2,2
95609,95609,Rachita Mann,61,4,1,1,1
95610,95610,Jeremiah Sandal,28,3,1,3,1
95611,95611,Charvi Nadig,66,1,2,4,1
95612,95612,Charvi Saran,38,3,2,3,2
95613,95613,Nimrat Lala,55,2,1,2,1
95614,95614,Bhavya Varughese,18,4,2,2,2
95615,95615,Mohammed Tailor,49,2,1,2,1
95616,95616,Nihal Pradhan,20,4,1,3,2
95617,95617,Raksha Yohannan,30,1,1,2,2
95618,95618,Alka Chanda,61,1,2,4,1
95619,95619,Upasna Tailor,26,1,1,2,1
95620,95620,Anjali Basu,28,2,3,3,2
95621,95621,Varenya Toor,27,3,3,2,1
95622,95622,Amaira Guha,18,2,2,1,2
95623,95623,Dakshesh Munshi,48,4,2,4,2
95624,95624,Lakshit Suri,63,1,2,2,2
95625,95625,Aarush Singhal,39,2,2,3,2
95626,95626,Xalak Thakkar,67,5,1,3,2
95627,95627,Eiravati Balay,67,2,2,3,1
95628,95628,Wahab Palla,58,4,2,2,2
95629,95629,Ekanta Mistry,21,1,3,1,1
95630,95630,Rajeshri Batra,27,4,1,3,1
95631,95631,Alka Bhalla,54,3,2,1,1
95632,95632,Vamakshi Kata,25,4,1,4,1
95633,95633,Eesha Dar,40,1,1,3,2
95634,95634,Advika Shere,41,5,2,2,1
95635,95635,Upkaar Badami,59,1,4,3,2
95636,95636,Alka Lalla,58,2,1,2,2
95637,95637,Yauvani Singh,33,5,1,3,2
95638,95638,Zayyan Raman,31,5,1,2,1
95639,95639,Aarnav Murty,48,5,2,3,2
95640,95640,Michael Oak,25,2,1,2,2
95641,95641,Diya Reddy,53,5,1,3,1
95642,95642,Kai Tank,54,1,1,4,1
95643,95643,Alka Cheema,49,5,1,3,1
95644,95644,Onveer Chauhan,19,5,4,2,2
95645,95645,Siddharth Bajaj,31,5,4,1,2
95646,95646,Ganga Sibal,65,5,1,2,1
95647,95647,Gagan Singhal,67,5,4,2,2
95648,95648,Arya Kapadia,31,2,2,1,2
95649,95649,Aditya Sidhu,43,5,1,2,1
95650,95650,Ranveer Dass,31,4,2,1,2
95651,95651,Fitan Wason,35,5,3,2,2
95652,95652,Panini Hayre,26,4,4,3,2
95653,95653,Chakradhar Kota,42,1,2,4,2
95654,95654,Frado Roy,25,2,1,4,1
95655,95655,Hemang Swaminathan,20,4,3,3,2
95656,95656,Ekantika Kadakia,51,5,2,1,1
95657,95657,Andrew Pau,41,1,4,4,1
95658,95658,Azaan Gola,35,5,4,1,1
95659,95659,Caleb Garg,46,5,3,2,2
95660,95660,Saanvi Comar,54,3,4,2,2
95661,95661,Falak Nayar,35,2,3,1,1
95662,95662,Gabriel Sethi,51,1,4,1,2
95663,95663,Owen Dubey,20,4,3,1,2
95664,95664,Falguni Sarraf,34,1,2,1,1
95665,95665,Prisha Chokshi,20,5,4,3,2
95666,95666,Sneha Konda,50,2,4,1,2
95667,95667,Nandini Gandhi,29,5,2,2,2
95668,95668,Krishna Toor,65,4,4,1,1
95669,95669,Eshana Vasa,20,5,2,2,1
95670,95670,Vihaan Shanker,44,4,4,2,1
95671,95671,Neelima Agrawal,27,3,2,2,1
95672,95672,Abhiram Pai,57,4,1,2,2
95673,95673,Jagat Rao,30,4,2,2,2
95674,95674,Warjas Sandal,55,2,3,1,2
95675,95675,Ekbal Narula,56,4,4,4,2
95676,95676,Zaitra Natarajan,58,2,4,2,1
95677,95677,Amara Goda,26,4,4,3,1
95678,95678,Avni Subramaniam,46,1,2,4,2
95679,95679,Ranbir Radhakrishnan,31,1,3,4,2
95680,95680,Saumya Chawla,22,5,2,2,1
95681,95681,Jason Sura,22,3,3,3,1
95682,95682,Varsha Palla,50,1,3,2,2
95683,95683,Amol Karnik,52,1,4,1,2
95684,95684,Gaurav Goswami,69,3,4,2,2
95685,95685,Chandani Barad,36,4,1,3,1
95686,95686,Unni Mody,59,5,2,1,1
95687,95687,Oeshi Sinha,25,3,3,4,1
95688,95688,Dalaja Vasa,50,3,3,3,1
95689,95689,Krish Agrawal,68,3,2,4,2
95690,95690,Ekantika Das,64,4,4,3,2
95691,95691,Oni Dara,28,3,2,4,1
95692,95692,Benjamin Ratta,44,1,1,2,2
95693,95693,Jairaj Kadakia,55,5,4,2,1
95694,95694,Neha Pant,58,3,3,4,2
95695,95695,Gaurav Raghavan,48,2,4,2,1
95696,95696,Anya D’Alia,70,3,3,3,1
95697,95697,Yachana Madan,49,3,4,3,2
95698,95698,Rishi Madan,61,4,1,3,1
95699,95699,Amruta Dani,48,3,3,4,1
95700,95700,Neelima Tella,38,2,2,3,2
95701,95701,Vrinda Mand,41,1,4,3,1
95702,95702,Vanya Sunder,34,5,3,3,2
95703,95703,Akshay Naidu,56,3,3,4,1
95704,95704,Deepa Golla,41,4,3,4,2
95705,95705,Raghav Sandhu,22,4,4,2,1
95706,95706,Onveer Sethi,64,3,1,3,1
95707,95707,Dalbir Kashyap,19,1,2,3,1
95708,95708,Aryan Narayanan,33,1,1,3,2
95709,95709,Sachi Ganesh,28,4,4,4,2
95710,95710,Falguni Parikh,68,4,2,1,2
95711,95711,Veer Kanda,57,3,3,3,1
95712,95712,Jagat Pant,41,3,2,1,2
95713,95713,Raagini Chhabra,69,4,3,2,2
95714,95714,Oni Sur,66,5,1,3,1
95715,95715,Ojas Char,66,1,1,1,2
95716,95716,Chanchal Kanda,64,4,2,2,1
95717,95717,Onveer Jani,25,2,4,1,1
95718,95718,Yasti Solanki,28,1,4,4,2
95719,95719,Watika Radhakrishnan,31,1,1,3,1
95720,95720,Banjeet Ram,39,1,3,4,1
95721,95721,Warhi Swamy,45,3,1,2,2
95722,95722,Ayush Singhal,40,2,4,4,2
95723,95723,Jagat Bava,38,3,1,2,1
95724,95724,Naksh Chadha,61,1,4,1,1
95725,95725,Frederick Desai,67,2,2,4,2
95726,95726,Wridesh Peri,19,5,2,3,1
95727,95727,Isaiah Borra,42,5,4,3,2
95728,95728,Girik Sarraf,30,4,1,3,1
95729,95729,Farhan Sastry,70,1,3,2,1
95730,95730,Dalaja Kant,30,1,2,4,1
95731,95731,Omisha Loyal,39,2,1,3,1
95732,95732,Indira Mandal,50,3,2,4,2
95733,95733,Nisha Wable,53,5,2,1,2
95734,95734,Nimrat Shetty,24,4,4,4,2
95735,95735,Keya Handa,44,2,2,1,2
95736,95736,Anay Palla,40,3,1,2,2
95737,95737,Anita Kumer,60,5,4,2,1
95738,95738,Rudra Menon,53,5,4,1,1
95739,95739,Laban Vyas,53,1,2,2,1
95740,95740,Hitesh Shukla,40,1,4,4,1
95741,95741,Qabil Date,65,4,3,4,1
95742,95742,Falguni Raghavan,61,2,4,4,2
95743,95743,Aradhana Kaul,49,3,1,1,2
95744,95744,Agastya Nagy,23,3,2,3,1
95745,95745,Vihaan Lal,32,5,2,1,2
95746,95746,Zashil Raman,50,2,3,1,2
95747,95747,Amrita Prabhakar,65,4,1,3,2
95748,95748,Advika Bhatia,55,2,3,1,2
95749,95749,Laban Chandran,41,5,2,3,2
95750,95750,Laksh Oommen,36,1,4,3,1
95751,95751,Jai Shetty,23,3,1,1,2
95752,95752,Indali Ramesh,64,2,2,4,2
95753,95753,Patrick Sundaram,28,5,1,4,1
95754,95754,Vasudha Panchal,34,1,2,4,1
95755,95755,Tripti Varkey,50,2,4,3,2
95756,95756,Ishita Ganesan,19,5,3,3,1
95757,95757,Champak Naik,21,5,1,4,1
95758,95758,Devansh Kapoor,41,1,3,2,2
95759,95759,Hredhaan Padmanabhan,31,2,1,2,1
95760,95760,Mugdha Ravel,70,1,1,2,2
95761,95761,Harshil Khatri,36,2,2,1,2
95762,95762,Omaja Dave,51,2,4,3,2
95763,95763,Chaman Ramakrishnan,47,4,3,2,1
95764,95764,Vedika Parsa,19,4,2,2,1
95765,95765,Nisha Chand,62,3,2,1,1
95766,95766,Ranbir Soman,52,1,3,1,1
95767,95767,Bachittar Keer,53,2,3,4,2
95768,95768,Chaitaly Dave,23,3,2,4,1
95769,95769,Onveer Kulkarni,54,5,1,4,1
95770,95770,Benjamin Atwal,68,3,3,2,1
95771,95771,Yasti Palan,26,4,1,2,2
95772,95772,Neelima Nair,22,4,1,3,2
95773,95773,Gabriel Kashyap,66,2,4,3,1
95774,95774,Diya Borra,52,1,3,3,2
95775,95775,Edhitha Agrawal,18,3,4,4,2
95776,95776,Vedika Sawhney,43,5,1,2,1
95777,95777,Anmol Sankar,47,5,4,2,2
95778,95778,Shaurya Narasimhan,68,3,1,2,2
95779,95779,Netra Bora,39,5,2,2,2
95780,95780,Aryan Kaur,48,4,4,2,1
95781,95781,Samuel Desai,36,5,3,3,2
95782,95782,Daksh Sibal,26,5,4,3,1
95783,95783,Jeevika Bedi,69,3,3,2,2
95784,95784,Ekalinga Grewal,35,5,4,4,2
95785,95785,Vasatika Doctor,44,3,3,2,1
95786,95786,Hema Vasa,32,3,3,3,1
95787,95787,Ekaraj Koshy,35,4,2,2,2
95788,95788,Qushi Dada,35,1,1,4,2
95789,95789,Hemang Sule,37,1,2,2,2
95790,95790,Liam Guha,54,2,2,1,1
95791,95791,Leena Srivastava,56,3,3,3,1
95792,95792,Nirja Apte,69,3,1,2,2
95793,95793,Gauri Sur,47,5,2,4,2
95794,95794,Nachiket Hari,18,2,4,3,2
95795,95795,Nicholas Buch,54,1,1,1,2
95796,95796,Joshua Ravel,60,2,3,2,2
95797,95797,Vaishnavi Bhatt,48,2,2,2,2
95798,95798,Fariq Morar,50,1,2,2,1
95799,95799,Osha Agate,47,3,3,4,1
95800,95800,Ladli Dhaliwal,47,5,4,3,2
95801,95801,Zehaan Bhavsar,61,2,1,1,2
95802,95802,Omisha Chopra,41,5,1,2,2
95803,95803,Pooja Sankar,26,4,2,3,1
95804,95804,Bhavika Lalla,40,4,4,4,1
95805,95805,Yug Vig,70,4,2,4,2
95806,95806,Vaishnavi Parmer,28,4,3,4,1
95807,95807,Ekbal Warrior,41,5,4,3,2
95808,95808,Lekha Sachdev,53,1,1,3,2
95809,95809,Aadi Goswami,25,3,2,3,2
95810,95810,Zehaan Lad,35,1,2,1,2
95811,95811,Dakshesh Goda,30,2,3,3,2
95812,95812,Arin Chandran,56,3,1,1,2
95813,95813,Tarak Venkataraman,20,3,4,4,2
95814,95814,Veda Vaidya,38,1,3,3,2
95815,95815,Ekapad Ganguly,38,5,1,3,2
95816,95816,Bakhshi Reddy,46,4,1,3,1
95817,95817,Samuel Wagle,52,2,4,1,2
95818,95818,Warhi Loke,66,4,3,3,2
95819,95819,Yutika Walia,19,1,3,1,1
95820,95820,Lekha Lanka,50,3,3,4,2
95821,95821,Nicholas Atwal,36,5,1,1,2
95822,95822,Riya Subramanian,62,4,4,2,2
95823,95823,Saksham Loke,69,1,3,1,1
95824,95824,Chatura Barman,34,2,4,1,1
95825,95825,Lakshit Bali,30,3,2,2,2
95826,95826,Nathaniel Kothari,29,1,4,2,2
